'Elapsed time','chest_ecg','wrist_ppg','wrist_gyro_x','wrist_gyro_y','wrist_gyro_z','wrist_low_noise_accelerometer_x','wrist_low_noise_accelerometer_y','wrist_low_noise_accelerometer_z','wrist_wide_range_accelerometer_x','wrist_wide_range_accelerometer_y','wrist_wide_range_accelerometer_z','wrist_mag_x','wrist_mag_y','wrist_mag_z','sample_times_for_all_signals_apart_from_ecg'
'0:00.707',18.461,1296.703,9.089,-31.278,16.777,3.393,-9.710,3.268,3.391,-9.781,3.132,-0.442,0.162,-0.770,40.704
'0:00.711',4.983,1281.306,9.248,-29.947,15.741,3.417,-9.759,3.244,3.466,-9.741,3.290,-0.459,0.154,-0.741,40.708
'0:00.715',-23.060,1258.599,9.385,-28.340,14.723,3.429,-9.784,3.231,3.351,-9.819,3.170,-0.447,0.158,-0.697,40.712
'0:00.719',-23.593,1233.702,9.213,-26.971,14.071,3.441,-9.809,3.195,3.390,-9.857,3.210,-0.445,0.151,-0.756,40.715
'0:00.723',-28.703,1220.495,9.328,-24.654,13.614,3.466,-9.821,3.219,3.467,-9.860,3.133,-0.445,0.163,-0.743,40.719
'0:00.727',-16.310,1238.823,9.360,-22.489,12.601,3.466,-9.808,3.231,3.391,-9.859,3.132,-0.456,0.151,-0.720,40.723
'0:00.730',-13.883,1214.633,9.048,-20.546,11.718,3.454,-9.820,3.219,3.390,-9.857,3.210,-0.456,0.151,-0.720,40.727
'0:00.734',-8.219,1209.512,8.892,-18.144,11.087,3.466,-9.821,3.231,3.391,-9.859,3.093,-0.428,0.158,-0.708,40.731
'0:00.738',-6.878,1204.392,8.898,-15.566,10.113,3.442,-9.784,3.219,3.391,-9.859,3.132,-0.447,0.144,-0.745,40.735
'0:00.742',4.173,1204.392,8.790,-13.325,9.734,3.405,-9.783,3.255,3.351,-9.779,3.210,-0.450,0.153,-0.716,40.739
'0:00.746',30.875,1201.461,8.402,-10.533,8.734,3.393,-9.747,3.219,3.351,-9.855,3.287,-0.457,0.158,-0.722,40.743
'0:00.750',47.590,1217.564,8.125,-8.062,8.169,3.345,-9.697,3.244,3.237,-9.740,3.130,-0.438,0.156,-0.749,40.747
'0:00.754',39.222,1261.530,7.972,-5.959,7.199,3.284,-9.635,3.268,3.237,-9.661,3.170,-0.438,0.151,-0.747,40.751
'0:00.758',43.800,1266.651,7.616,-3.978,6.498,3.223,-9.586,3.256,3.197,-9.581,3.248,-0.450,0.151,-0.747,40.755
'0:00.762',70.224,1276.927,7.247,-2.455,6.063,3.175,-9.524,3.293,3.043,-9.579,3.245,-0.426,0.151,-0.718,40.758
'0:00.766',31.130,1279.117,7.285,-0.398,5.398,3.139,-9.487,3.293,3.043,-9.462,3.285,-0.438,0.151,-0.760,40.762
'0:00.770',-28.448,1263.720,7.145,1.400,4.637,3.090,-9.413,3.342,3.005,-9.423,3.207,-0.450,0.156,-0.722,40.766
'0:00.773',-66.732,1265.944,7.132,3.511,3.902,3.042,-9.364,3.342,2.928,-9.421,3.284,-0.447,0.160,-0.724,40.770
'0:00.777',-82.361,1280.600,6.995,5.354,3.554,3.018,-9.303,3.355,3.044,-9.347,3.208,-0.433,0.162,-0.714,40.774
'0:00.781',-46.781,1294.514,6.750,7.251,3.097,3.006,-9.291,3.355,2.966,-9.344,3.285,-0.433,0.162,-0.714,40.778
'0:00.785',-25.211,1291.583,7.278,9.110,2.514,2.970,-9.230,3.331,2.968,-9.268,3.168,-0.445,0.153,-0.751,40.782
'0:00.789',-18.206,1306.238,7.068,10.762,2.479,2.933,-9.218,3.295,2.852,-9.227,3.206,-0.442,0.147,-0.760,40.786
'0:00.793',-2.832,1341.376,7.202,12.323,2.110,2.885,-9.181,3.283,2.891,-9.189,3.168,-0.436,0.167,-0.770,40.790
'0:00.797',31.684,1378.738,7.345,13.570,1.909,2.837,-9.121,3.235,2.814,-9.190,3.088,-0.449,0.151,-0.733,40.794
'0:00.801',111.469,1355.325,7.670,14.748,1.783,2.800,-9.085,3.187,2.738,-9.111,3.088,-0.440,0.163,-0.703,40.798
'0:00.805',176.988,1402.928,7.727,15.757,1.653,2.777,-9.013,3.163,2.699,-9.110,3.087,-0.456,0.163,-0.691,40.801
'0:00.809',216.891,1424.894,7.848,16.591,1.553,2.741,-8.953,3.127,2.622,-8.992,3.087,-0.456,0.163,-0.691,40.805
'0:00.813',269.463,1421.963,8.205,17.348,1.444,2.705,-8.880,3.104,2.738,-8.918,3.011,-0.436,0.165,-0.745,40.809
'0:00.816',245.466,1402.187,8.456,17.892,1.501,2.717,-8.844,3.105,2.622,-8.798,3.088,-0.449,0.162,-0.731,40.813
'0:00.820',155.950,1453.463,8.612,18.427,1.518,2.645,-8.770,3.105,2.469,-8.836,3.007,-0.429,0.172,-0.760,40.817
'0:00.824',17.396,1420.515,9.000,18.618,1.653,2.609,-8.686,3.082,2.545,-8.718,3.126,-0.442,0.158,-0.741,40.821
'0:00.828',-122.541,1430.756,9.414,18.611,1.762,2.573,-8.601,3.071,2.546,-8.682,3.010,-0.442,0.163,-0.714,40.825
'0:00.832',-192.361,1448.342,9.805,18.389,1.896,2.525,-8.528,3.048,2.430,-8.561,3.126,-0.442,0.163,-0.714,40.829
'0:00.836',-226.324,1450.532,10.124,17.815,2.057,2.476,-8.468,3.024,2.431,-8.486,2.970,-0.447,0.174,-0.726,40.833
'0:00.840',-162.977,1455.688,10.576,16.790,2.357,2.453,-8.395,3.012,2.354,-8.407,3.008,-0.424,0.167,-0.754,40.837
'0:00.844',-126.843,1486.446,10.926,15.750,2.423,2.441,-8.348,2.977,2.354,-8.369,2.931,-0.426,0.165,-0.749,40.840
'0:00.848',-116.068,1450.532,11.390,14.182,2.710,2.429,-8.323,2.977,2.354,-8.369,2.931,-0.421,0.174,-0.701,40.844
'0:00.852',-80.211,1487.188,11.584,12.545,2.814,2.417,-8.287,2.954,2.355,-8.332,2.853,-0.435,0.165,-0.764,40.848
'0:00.855',-46.504,1438.101,12.052,10.648,3.254,2.393,-8.276,2.917,2.316,-8.330,2.930,-0.452,0.170,-0.712,40.852
'0:00.859',-31.940,1452.015,12.043,8.888,3.484,2.381,-8.252,2.893,2.279,-8.253,2.852,-0.452,0.170,-0.712,40.856
'0:00.863',-12.797,1452.757,12.195,6.731,3.741,2.394,-8.228,2.881,2.356,-8.218,2.737,-0.419,0.170,-0.743,40.860
'0:00.867',-19.015,1453.463,12.288,4.284,3.832,2.394,-8.240,2.869,2.317,-8.293,2.853,-0.431,0.167,-0.764,40.864
'0:00.871',0.681,1479.136,12.571,2.448,4.280,2.418,-8.205,2.858,2.355,-8.215,2.893,-0.442,0.169,-0.724,40.868
'0:00.875',3.641,1477.653,12.488,-1.071,4.624,2.455,-8.218,2.859,2.278,-8.213,2.931,-0.442,0.181,-0.726,40.872
'0:00.879',-12.542,1427.119,12.250,-2.593,4.772,2.467,-8.218,2.859,2.394,-8.178,2.816,-0.436,0.176,-0.693,40.876
'0:00.883',-10.391,1466.670,12.192,-3.633,5.046,2.516,-8.219,2.871,2.356,-8.218,2.737,-0.436,0.185,-0.739,40.880
'0:00.887',-4.450,1450.532,11.915,-4.957,5.359,2.541,-8.220,2.872,2.470,-8.178,2.895,-0.440,0.185,-0.739,40.883
'0:00.891',28.171,1412.463,11.715,-5.898,5.376,2.590,-8.197,2.861,2.394,-8.295,2.815,-0.447,0.174,-0.710,40.887
'0:00.895',33.558,1430.050,10.973,-6.831,5.463,2.614,-8.210,2.861,2.548,-8.218,2.896,-0.436,0.181,-0.741,40.891
'0:00.898',22.230,1405.859,10.614,-7.343,5.681,2.675,-8.210,2.886,2.663,-8.259,2.859,-0.447,0.167,-0.745,40.895
'0:00.902',10.114,1402.928,10.270,-7.496,5.720,2.700,-8.223,2.886,2.625,-8.259,2.819,-0.443,0.181,-0.716,40.899
'0:00.906',12.542,1384.600,9.474,-7.626,5.942,2.761,-8.224,2.887,2.779,-8.301,2.822,-0.431,0.169,-0.758,40.903
'0:00.910',10.114,1407.307,8.761,-7.710,6.172,2.822,-8.214,2.900,2.817,-8.184,2.901,-0.431,0.169,-0.758,40.907
'0:00.914',16.310,1393.393,7.909,-7.366,6.285,2.847,-8.214,2.912,2.779,-8.184,2.822,-0.428,0.174,-0.747,40.911
'0:00.918',22.784,1360.445,7.364,-6.854,6.524,2.883,-8.227,2.913,2.817,-8.263,2.822,-0.429,0.176,-0.777,40.915
'0:00.922',-4.727,1336.255,6.359,-6.058,6.825,2.932,-8.240,2.913,2.817,-8.262,2.862,-0.415,0.172,-0.749,40.919
'0:00.926',12.797,1346.531,5.624,-5.163,6.838,2.981,-8.264,2.962,2.894,-8.263,2.902,-0.435,0.167,-0.747,40.923
'0:00.930',23.593,1367.755,4.885,-3.901,7.020,3.030,-8.301,2.962,2.970,-8.379,2.941,-0.442,0.176,-0.716,40.926
'0:00.934',29.789,1370.686,4.032,-2.585,7.055,3.090,-8.338,2.986,2.932,-8.341,2.902,-0.435,0.178,-0.772,40.930
'0:00.938',23.848,1362.635,3.183,-0.887,7.260,3.139,-8.375,2.999,3.047,-8.381,2.943,-0.435,0.178,-0.772,40.934
'0:00.941',29.789,1363.376,2.358,1.025,7.072,3.188,-8.376,3.023,3.124,-8.382,2.944,-0.433,0.169,-0.747,40.938
'0:00.945',28.448,1361.893,1.489,2.991,7.303,3.236,-8.437,3.035,3.124,-8.460,2.943,-0.424,0.172,-0.749,40.942
'0:00.949',37.880,1358.962,0.856,5.079,7.238,3.248,-8.461,3.047,3.201,-8.461,2.944,-0.422,0.181,-0.714,40.946
'0:00.953',44.886,1357.514,-0.271,7.336,7.399,3.285,-8.486,3.047,3.200,-8.499,2.983,-0.428,0.179,-0.768,40.950
'0:00.957',40.840,1316.479,-1.069,9.791,7.081,3.272,-8.522,3.046,3.239,-8.539,2.944,-0.440,0.178,-0.728,40.954
'0:00.961',78.039,1311.358,-1.779,11.925,7.307,3.272,-8.546,3.034,3.201,-8.578,2.904,-0.440,0.178,-0.728,40.958
'0:00.965',89.899,1341.376,-2.594,14.243,6.855,3.234,-8.593,3.020,3.201,-8.656,2.904,-0.436,0.186,-0.728,40.962
'0:00.969',83.703,1317.962,-2.931,16.553,6.751,3.210,-8.628,3.043,3.161,-8.652,3.059,-0.424,0.176,-0.712,40.965
'0:00.973',48.122,1313.548,-3.571,18.687,6.324,3.160,-8.639,3.067,3.123,-8.613,3.059,-0.429,0.176,-0.745,40.969
'0:00.977',15.778,1313.548,-4.175,20.508,6.002,3.136,-8.674,3.065,3.046,-8.651,3.018,-0.438,0.178,-0.720,40.973
'0:00.980',-13.606,1328.203,-4.713,22.129,5.650,3.111,-8.698,3.077,3.122,-8.767,3.097,-0.419,0.186,-0.774,40.977
'0:00.984',-23.060,1329.651,-4.955,23.353,5.246,3.061,-8.744,3.087,3.084,-8.729,3.058,-0.426,0.179,-0.751,40.981
'0:00.988',-2.300,1336.255,-5.143,24.470,4.632,3.049,-8.769,3.063,3.007,-8.805,3.055,-0.426,0.179,-0.751,40.985
'0:00.992',24.934,1332.582,-5.003,25.258,4.302,3.036,-8.816,3.062,3.008,-8.925,2.899,-0.414,0.176,-0.777,40.989
'0:00.996',44.077,1342.859,-5.149,26.015,3.723,3.011,-8.876,3.072,3.008,-8.884,2.977,-0.417,0.186,-0.731,40.993
'0:01.000',51.359,1323.083,-5.092,26.505,3.219,2.974,-8.899,3.083,2.892,-8.842,3.054,-0.435,0.170,-0.754,40.997
'0:01.004',28.448,1342.117,-4.958,26.841,2.779,2.961,-8.910,3.083,2.931,-8.960,3.014,-0.429,0.181,-0.718,41.001
'0:01.008',47.845,1348.721,-4.529,27.155,2.070,2.912,-8.933,3.082,2.853,-8.998,3.012,-0.435,0.190,-0.733,41.005
'0:01.012',55.660,1358.962,-4.233,27.224,1.618,2.876,-8.945,3.069,2.776,-8.996,3.050,-0.435,0.190,-0.754,41.008
'0:01.016',58.364,1335.513,-4.045,26.979,0.770,2.826,-8.968,3.044,2.815,-8.998,2.973,-0.424,0.192,-0.754,41.012
'0:01.020',52.700,1360.445,-3.319,26.918,0.000,2.789,-8.979,3.043,2.701,-8.997,2.893,-0.429,0.183,-0.745,41.016
'0:01.023',62.133,1341.376,-2.941,26.512,-0.661,2.740,-9.014,3.054,2.738,-9.035,3.010,-0.410,0.195,-0.733,41.020
'0:01.027',62.687,1330.393,-2.269,25.633,-1.562,2.715,-9.038,3.029,2.661,-9.150,2.969,-0.421,0.176,-0.768,41.024
'0:01.031',69.969,1376.549,-1.480,24.982,-2.170,2.678,-9.037,3.028,2.661,-9.111,3.008,-0.433,0.188,-0.718,41.028
'0:01.035',73.993,1325.272,-0.678,24.210,-3.119,2.654,-9.037,3.016,2.699,-9.073,3.009,-0.436,0.195,-0.733,41.032
'0:01.039',69.692,1370.686,0.229,23.315,-3.823,2.617,-9.024,3.028,2.509,-9.034,2.811,-0.436,0.195,-0.733,41.036
'0:01.043',63.219,1324.531,0.808,22.114,-4.867,2.581,-9.011,3.003,2.546,-8.992,3.007,-0.421,0.195,-0.718,41.040
'0:01.047',62.942,1375.101,1.706,21.020,-5.511,2.545,-8.975,2.991,2.393,-8.991,2.926,-0.424,0.190,-0.747,41.044
'0:01.051',68.606,1364.824,2.482,19.651,-6.150,2.483,-8.962,2.966,2.355,-8.993,2.809,-0.415,0.192,-0.714,41.048
'0:01.055',72.375,1327.462,3.205,18.236,-6.829,2.423,-8.924,2.966,2.430,-9.029,3.044,-0.419,0.206,-0.779,41.051
'0:01.059',69.692,1367.014,4.064,16.851,-7.434,2.386,-8.911,2.978,2.393,-8.993,2.848,-0.435,0.186,-0.733,41.055
'0:01.063',79.657,1353.841,4.787,15.314,-8.025,2.338,-8.838,2.991,2.354,-8.912,2.966,-0.424,0.201,-0.708,41.059
'0:01.066',78.039,1320.893,5.636,13.723,-8.538,2.350,-8.849,3.015,2.392,-8.835,2.967,-0.424,0.201,-0.708,41.063
'0:01.070',83.447,1349.463,7.167,10.961,-9.691,2.338,-8.813,3.040,2.315,-8.833,3.004,-0.424,0.195,-0.703,41.067
'0:01.074',103.378,1372.170,7.921,9.692,-10.209,2.363,-8.789,3.065,2.354,-8.835,2.927,-0.422,0.195,-0.747,41.071
'0:01.078',100.972,1350.169,8.472,8.276,-10.596,2.375,-8.777,3.065,2.315,-8.794,3.044,-0.424,0.195,-0.726,41.075
'0:01.082',96.372,1335.513,9.108,7.083,-10.918,2.351,-8.728,3.078,2.354,-8.795,3.006,-0.419,0.197,-0.735,41.079
'0:01.086',95.308,1347.979,9.589,6.035,-10.865,2.315,-8.703,3.065,2.315,-8.754,3.083,-0.435,0.192,-0.741,41.083
'0:01.090',98.800,1369.945,10.124,4.934,-11.179,2.316,-8.631,3.091,2.276,-8.715,3.044,-0.435,0.192,-0.741,41.087
'0:01.094',102.036,1369.945,10.576,3.978,-11.305,2.303,-8.619,3.067,2.276,-8.677,3.044,-0.428,0.197,-0.712,41.090
'0:01.098',116.068,1365.566,10.789,2.960,-11.252,2.292,-8.571,3.031,2.200,-8.599,2.966,-0.440,0.199,-0.714,41.094
'0:01.102',127.119,1361.893,11.257,2.348,-11.553,2.267,-8.535,3.032,2.123,-8.558,3.003,-0.424,0.215,-0.735,41.098
'0:01.105',141.663,1345.790,11.483,1.430,-11.435,2.268,-8.523,3.008,2.200,-8.521,2.966,-0.440,0.197,-0.739,41.102
'0:01.109',99.353,1325.272,11.527,0.673,-11.418,2.268,-8.463,3.021,2.200,-8.521,3.005,-0.422,0.206,-0.701,41.106
'0:01.113',58.897,1371.428,11.747,0.084,-11.479,2.269,-8.439,3.009,2.161,-8.442,3.044,-0.421,0.192,-0.745,41.110
'0:01.117',10.114,1358.256,11.778,-0.497,-11.370,2.256,-8.438,3.045,2.200,-8.482,2.966,-0.421,0.192,-0.745,41.114
'0:01.121',-30.066,1342.117,11.833,-0.994,-11.305,2.257,-8.415,3.010,2.201,-8.406,2.928,-0.447,0.197,-0.708,41.118
'0:01.125',-67.542,1336.255,11.658,-1.446,-11.061,2.269,-8.391,3.022,2.239,-8.289,2.969,-0.450,0.213,-0.720,41.122
'0:01.129',-49.208,1327.462,11.680,-1.775,-10.978,2.257,-8.366,3.034,2.161,-8.364,3.045,-0.433,0.206,-0.699,41.126
'0:01.133',-44.077,1324.531,11.670,-2.287,-10.691,2.269,-8.354,3.047,2.162,-8.404,2.966,-0.436,0.197,-0.737,41.130
'0:01.137',-42.203,1333.324,11.613,-2.142,-10.639,2.282,-8.355,3.023,2.200,-8.404,3.006,-0.443,0.211,-0.718,41.133
'0:01.141',-45.695,1339.186,11.260,-2.708,-10.022,2.294,-8.343,3.023,2.277,-8.367,3.008,-0.443,0.211,-0.718,41.137
'0:01.145',-34.111,1347.238,10.916,-3.075,-9.817,2.306,-8.344,3.012,2.239,-8.367,2.929,-0.450,0.208,-0.712,41.141
'0:01.148',-33.835,1305.496,10.798,-3.113,-9.565,2.331,-8.332,3.024,2.239,-8.366,3.007,-0.449,0.216,-0.680,41.145
'0:01.152',-28.980,1304.755,10.299,-3.144,-9.213,2.319,-8.332,3.012,2.278,-8.369,2.851,-0.443,0.201,-0.695,41.149
'0:01.156',-25.743,1346.531,9.952,-3.266,-8.804,2.343,-8.345,3.000,2.238,-8.326,3.085,-0.449,0.206,-0.712,41.153
'0:01.160',-28.448,1347.238,9.583,-3.412,-8.669,2.331,-8.369,2.999,2.278,-8.408,2.890,-0.454,0.213,-0.687,41.157
'0:01.164',-32.749,1342.859,9.197,-3.526,-8.138,2.368,-8.346,2.988,2.277,-8.406,2.968,-0.450,0.204,-0.705,41.161
'0:01.168',-33.302,1331.134,8.494,-3.335,-7.521,2.355,-8.382,2.975,2.354,-8.484,3.008,-0.450,0.204,-0.705,41.165
'0:01.172',-29.512,1315.031,8.182,-3.702,-7.133,2.355,-8.370,2.963,2.355,-8.370,2.892,-0.431,0.213,-0.735,41.169
'0:01.176',-11.179,1294.514,7.549,-3.542,-6.572,2.367,-8.370,2.963,2.316,-8.330,2.930,-0.450,0.195,-0.728,41.173
'0:01.180',2.300,1301.824,7.043,-3.641,-6.211,2.380,-8.358,2.976,2.316,-8.408,2.891,-0.445,0.211,-0.689,41.176
'0:01.184',-16.310,1293.772,6.636,-3.809,-5.459,2.367,-8.370,2.963,2.317,-8.409,2.852,-0.450,0.209,-0.703,41.180
'0:01.188',-30.321,1323.824,5.865,-3.786,-4.902,2.380,-8.382,2.988,2.277,-8.367,2.969,-0.435,0.197,-0.731,41.184
'0:01.191',-27.085,1334.807,5.636,-3.893,-4.402,2.392,-8.370,2.988,2.394,-8.411,2.814,-0.450,0.206,-0.697,41.188
'0:01.195',-27.638,1315.737,5.047,-3.687,-4.063,2.392,-8.371,2.952,2.393,-8.370,2.932,-0.450,0.206,-0.697,41.192
'0:01.199',-30.875,1311.358,4.503,-3.526,-3.445,2.417,-8.347,2.965,2.355,-8.331,2.892,-0.443,0.218,-0.722,41.196
'0:01.203',-16.843,1310.617,3.790,-3.649,-2.749,2.417,-8.324,2.941,2.356,-8.371,2.814,-0.442,0.208,-0.724,41.200
'0:01.207',15.501,1309.169,3.561,-3.320,-2.492,2.454,-8.313,2.929,2.393,-8.371,2.853,-0.449,0.209,-0.726,41.204
'0:01.211',33.558,1309.875,2.692,-3.389,-1.857,2.466,-8.289,2.918,2.471,-8.373,2.855,-0.428,0.213,-0.743,41.208
'0:01.215',51.359,1321.600,2.225,-3.274,-1.666,2.466,-8.326,2.893,2.433,-8.334,2.815,-0.436,0.206,-0.735,41.212
'0:01.219',51.082,1310.617,1.715,-3.327,-0.940,2.479,-8.290,2.894,2.356,-8.334,2.775,-0.436,0.206,-0.735,41.215
'0:01.223',34.644,1328.945,1.318,-3.182,-0.331,2.491,-8.267,2.870,2.432,-8.332,2.893,-0.456,0.202,-0.701,41.219
'0:01.227',34.367,1309.169,0.439,-3.167,-0.139,2.503,-8.279,2.882,2.471,-8.257,2.816,-0.452,0.211,-0.703,41.223
'0:01.230',18.738,1320.893,0.150,-2.884,0.261,2.540,-8.256,2.871,2.394,-8.295,2.776,-0.442,0.209,-0.693,41.227
'0:01.234',-11.732,1331.134,-0.452,-2.937,0.696,2.553,-8.244,2.871,2.433,-8.256,2.816,-0.450,0.206,-0.722,41.231
'0:01.238',-58.109,1328.945,-1.079,-2.769,0.983,2.553,-8.232,2.872,2.355,-8.216,2.854,-0.454,0.202,-0.687,41.235
'0:01.242',-90.176,1300.376,-1.601,-2.616,1.357,2.565,-8.233,2.848,2.509,-8.295,2.895,-0.443,0.208,-0.751,41.239
'0:01.246',-78.593,1298.151,-2.183,-2.746,1.879,2.590,-8.233,2.872,2.586,-8.219,2.897,-0.443,0.208,-0.751,41.243
'0:01.250',-82.361,1318.669,-2.645,-2.631,1.966,2.590,-8.233,2.860,2.510,-8.220,2.739,-0.454,0.197,-0.728,41.247
'0:01.254',-64.837,1308.427,-3.313,-2.555,2.310,2.626,-8.222,2.861,2.548,-8.257,2.857,-0.449,0.211,-0.691,41.251
'0:01.258',-44.609,1313.548,-3.587,-2.769,2.510,2.614,-8.233,2.873,2.549,-8.222,2.701,-0.440,0.208,-0.724,41.255
'0:01.262',-42.735,1307.686,-4.013,-2.601,2.745,2.639,-8.222,2.873,2.548,-8.297,2.818,-0.440,0.197,-0.726,41.258
'0:01.266',-44.609,1325.272,-4.831,-2.226,3.314,2.688,-8.210,2.898,2.587,-8.259,2.819,-0.436,0.201,-0.710,41.262
'0:01.270',-31.940,1316.479,-5.525,-2.257,3.510,2.688,-8.223,2.874,2.587,-8.299,2.740,-0.436,0.201,-0.710,41.266
'0:01.273',-17.120,1317.962,-5.805,-2.111,3.728,2.700,-8.211,2.886,2.662,-8.219,2.937,-0.431,0.199,-0.749,41.270
'0:01.277',-13.883,1355.325,-6.397,-1.935,3.810,2.712,-8.200,2.875,2.625,-8.220,2.859,-0.452,0.195,-0.733,41.274
'0:01.281',-10.391,1382.411,-6.922,-1.951,4.237,2.737,-8.200,2.899,2.625,-8.298,2.819,-0.447,0.208,-0.691,41.278
'0:01.285',-10.647,1354.583,-7.434,-1.882,4.258,2.761,-8.201,2.875,2.663,-8.221,2.820,-0.445,0.211,-0.718,41.282
'0:01.289',-14.415,1403.670,-8.029,-1.996,4.532,2.786,-8.213,2.899,2.739,-8.220,2.938,-0.426,0.201,-0.724,41.286
'0:01.293',-16.310,1367.014,-8.415,-2.096,4.780,2.810,-8.225,2.899,2.702,-8.145,2.782,-0.454,0.204,-0.724,41.290
'0:01.297',-14.160,1414.653,-9.182,-1.821,4.998,2.810,-8.237,2.912,2.740,-8.261,2.821,-0.454,0.204,-0.724,41.294
'0:01.301',-26.552,1402.928,-9.484,-1.599,5.337,2.822,-8.237,2.924,2.739,-8.337,2.937,-0.433,0.208,-0.697,41.298
'0:01.305',-26.020,1393.393,-9.974,-1.645,5.559,2.810,-8.261,2.911,2.700,-8.257,3.015,-0.442,0.195,-0.745,41.301
'0:01.309',-29.789,1410.238,-10.413,-1.515,5.794,2.834,-8.261,2.948,2.778,-8.298,2.938,-0.450,0.197,-0.699,41.305
'0:01.313',-32.749,1467.412,-10.693,-1.369,5.859,2.822,-8.261,2.960,2.817,-8.339,2.900,-0.438,0.206,-0.699,41.309
'0:01.316',-30.875,1432.981,-11.177,-1.209,6.224,2.834,-8.273,2.972,2.739,-8.297,2.977,-0.440,0.199,-0.699,41.313
'0:01.320',-27.085,1489.377,-11.397,-1.163,6.285,2.858,-8.285,2.996,2.817,-8.262,2.862,-0.442,0.197,-0.733,41.317
'0:01.324',-26.297,1465.929,-11.868,-1.232,6.568,2.870,-8.309,2.984,2.778,-8.338,2.899,-0.442,0.197,-0.733,41.321
'0:01.328',-28.980,1509.153,-12.358,-1.040,6.772,2.882,-8.309,3.008,2.816,-8.377,2.938,-0.450,0.199,-0.703,41.325
'0:01.332',-31.684,1484.963,-12.603,-1.079,7.077,2.895,-8.322,2.996,2.817,-8.299,2.939,-0.436,0.199,-0.758,41.329
'0:01.336',-30.875,1520.136,-13.109,-1.170,7.316,2.907,-8.346,3.008,2.855,-8.377,2.939,-0.450,0.188,-0.720,41.333
'0:01.340',-27.638,1484.963,-13.500,-1.017,7.612,2.907,-8.346,3.008,2.816,-8.337,3.017,-0.445,0.201,-0.693,41.337
'0:01.344',-26.552,1508.412,-13.834,-1.232,7.660,2.919,-8.358,3.008,2.778,-8.377,2.899,-0.435,0.195,-0.693,41.340
'0:01.348',-28.448,1530.413,-14.041,-1.063,7.925,2.907,-8.358,3.020,2.892,-8.416,3.018,-0.435,0.195,-0.693,41.344
'0:01.352',-30.875,1506.964,-14.379,-0.949,8.129,2.906,-8.393,3.019,2.893,-8.417,2.978,-0.436,0.199,-0.735,41.348
'0:01.355',-30.598,1502.550,-14.767,-0.910,8.234,2.943,-8.382,3.044,2.893,-8.455,2.978,-0.449,0.188,-0.720,41.352
'0:01.359',-28.171,1539.912,-14.786,-1.017,8.504,2.930,-8.406,3.043,2.855,-8.533,2.938,-0.426,0.199,-0.735,41.356
'0:01.363',-26.829,1496.688,-14.993,-1.232,8.512,2.942,-8.429,3.079,2.931,-8.494,3.018,-0.449,0.181,-0.739,41.360
'0:01.367',-28.171,1540.654,-15.343,-1.484,8.730,2.929,-8.477,3.079,2.892,-8.414,3.096,-0.443,0.190,-0.708,41.364
'0:01.371',-30.321,1488.636,-15.422,-1.675,9.130,2.930,-8.465,3.103,2.853,-8.490,3.133,-0.454,0.195,-0.712,41.368
'0:01.375',-30.321,1506.222,-15.661,-1.912,9.234,2.941,-8.525,3.114,2.814,-8.528,3.172,-0.454,0.195,-0.712,41.372
'0:01.379',-28.448,1506.964,-15.563,-2.302,9.152,2.929,-8.548,3.125,2.853,-8.646,3.132,-0.435,0.195,-0.743,41.376
'0:01.383',-27.085,1488.636,-15.473,-2.402,9.391,2.965,-8.573,3.162,2.853,-8.570,3.055,-0.443,0.192,-0.741,41.380
'0:01.387',-27.894,1515.016,-15.725,-2.555,9.530,2.965,-8.584,3.162,2.853,-8.606,3.172,-0.421,0.192,-0.726,41.383
'0:01.391',-29.789,1480.584,-15.753,-3.021,9.761,2.964,-8.620,3.185,2.968,-8.609,3.135,-0.438,0.178,-0.758,41.387
'0:01.395',-30.066,1493.756,-15.483,-3.037,9.691,2.977,-8.596,3.186,2.890,-8.605,3.290,-0.443,0.185,-0.741,41.391
'0:01.398',-43.800,1476.912,-15.550,-3.251,9.817,2.964,-8.644,3.185,2.891,-8.685,3.133,-0.443,0.185,-0.741,41.395
'0:01.402',-42.203,1466.670,-15.260,-3.679,9.913,2.964,-8.668,3.172,2.930,-8.687,3.094,-0.419,0.186,-0.758,41.399
'0:01.406',-43.800,1498.912,-15.282,-3.725,9.900,2.976,-8.693,3.172,2.891,-8.723,3.210,-0.428,0.176,-0.741,41.403
'0:01.410',-46.227,1454.205,-14.757,-4.253,9.878,2.952,-8.704,3.172,2.891,-8.724,3.132,-0.436,0.179,-0.747,41.407
'0:01.414',-30.875,1490.119,-14.675,-4.727,9.843,2.963,-8.729,3.159,2.892,-8.803,3.054,-0.429,0.179,-0.714,41.411
'0:01.418',-28.980,1436.618,-14.461,-5.293,9.669,2.963,-8.729,3.147,2.931,-8.767,2.937,-0.426,0.186,-0.770,41.415
'0:01.422',-26.552,1468.860,-14.029,-5.745,9.460,2.963,-8.754,3.122,2.853,-8.801,3.131,-0.438,0.176,-0.733,41.419
'0:01.426',-26.552,1438.843,-13.688,-6.341,9.469,2.951,-8.777,3.122,2.892,-8.803,3.054,-0.438,0.176,-0.733,41.423
'0:01.430',-28.703,1450.532,-13.363,-7.297,9.426,2.950,-8.826,3.109,2.930,-8.842,3.093,-0.433,0.185,-0.712,41.426
